titles,paragraph,links,label
HRW report finds Zambia’s growing agribusiness is harming rural families,"Zambia’s commitment to economic development through agribusiness has a dark side, and it’s bringing hardship to rural communities and smallholders who are forced from land where they have lived and farmed for decades. That’s according to a new Human Rights Watch report based on interviews with more than 130 affected…",https://africatimes.com/2017/10/27/hrw-report-finds-zambias-growing-agribusiness-is-harming-rural-families/,business
Kenya: Nairobi tower inspired by Islamic design opens for business,"The new FCB Mihrab building has opened in the Kenyan capital, and managers with the Mihrab Development Ltd (MDL) say the space in the majestic, USD$1.3 million tower is already 50 percent full. The building, designed by architectural firm Morphosis, is designed to reflect Islamic values and welcome tenants who…",https://africatimes.com/2017/10/20/kenya-nairobi-tower-inspired-by-islamic-design-opens-for-business/,business
Swazi investors shaken after abduction of Portuguese businessman,"As police in Swaziland unravel the mystery of what has happened to Portuguese businessman Almor Oliveiri, new details have emerged – and along with them, a concern for foreign investors. Oliveiri has been missing since April 16, and authorities don’t know where he is. Three people have been arrested in…",https://africatimes.com/2017/05/10/swazi-investors-shaken-after-abduction-of-portuguese-businessman/,business
Agribusiness in Africa: Unlocking the business potential of smallholders,"Agribusiness and agriculture are primed to be the catalysts of Africa’s economic transformation and development in the coming years. According to the World Bank, they are both expected to form a USD $1 trillion industry by 2030 in Sub-Saharan Africa whilst representing 45 percent of the continent’s GDP. Considering the connection between…",https://africatimes.com/2017/02/26/agribusiness-in-africa-unlocking-the-business-potential-of-smallholders/,business
"Liberia: Business group’s 3-day protest strike over taxes, currency continues","Protests over economic conditions in Liberia entered their second day on Wednesday as sign-waving marchers again converged on the capitol building in Monrovia. The protests are part of a three-day action led by the Patriotic Entrepreneurs of Liberia (PATEL), who want to call attention to the plight of business owners who…",https://africatimes.com/2017/02/01/liberia-business-groups-three-day-protest-strikes-over-taxes-currency-continue/,business
Signs of progress at Suez Canal shipping mishap,"Authorities in Egypt say they’ve been able to partially remove the container ship that’s blocked the Suez Canal for a second day, creating a bottleneck for dozens of other vessels and upsetting maritime traffic. An update from port manager GAC, issued at noon local time, said the grounded MV Ever…",https://africatimes.com/2021/03/24/signs-of-progress-at-suez-canal-shipping-mishap/,business
COVID threatens Africa’s conservation efforts,"The COVID-19 pandemic has had a sobering impact on global nature conservation, with Africa and Asia the most severely affected, according to new research papers published in PARKS, the journal of the IUCN’s World Commission on Protected Areas. More than half of protected areas in Africa reported that they were…",https://africatimes.com/2021/03/12/covid-threatens-africas-conservation-efforts/,business
U.S. reinstates sanctions against Dan Gertler,"The United States has reinstated sanctions against international businessman Dan Gertler, a close ally of former president Joseph Kabila whose interests in the Democratic Republic of Congo are under renewed scrutiny. Gertler was placed under U.S. Magnitsky sanctions in 2017 but was issued a one-year reprieve in January by outgoing…",https://africatimes.com/2021/03/09/u-s-reinstates-sanctions-against-dan-gertler/,business
YouTube asked to remove fake channel targeting Congolese anti-corruption groups,"The anti-corruption organization Transparency International (TI) says that a fake YouTube channel in its name is being used to post videos targeting groups doing similar work against corruption in the Democratic Republic of Congo. “The channel, which was created on 26 February, has no relationship to Transparency International whatsoever,” the…",https://africatimes.com/2021/02/28/youtube-asked-to-remove-fake-channel-targeting-congolese-anti-corruption-groups/,business
Taskforce created to deliver medical O2 to low-income nations,"With the COVID-19 pandemic has come a global spike in the demand for oxygen, and 25 countries – most of them on the African continent – are reporting a surge in demand they cannot meet. To that end, global health officials announced Thursday the creation of a new COVID-19 Oxygen Emergency…",https://africatimes.com/2021/02/26/taskforce-created-to-deliver-medical-o2-to-africans/,business
"Niger elections trigger violence, fatal explosion","Seven members of Niger’s Independent National Electoral Commission died Sunday when the vehicle they traveled in struck an improvised explosive device along a route near Waraou in the country’s troubled west. The explosion injured three others, according to an RFI report. It happened as Nigeriens went to the polls for…",https://africatimes.com/2021/02/22/niger-elections-trigger-violence-fatal-explosion/,business
Nigerian named new head of World Trade Organization,"It’s official: Dr. Ngozi Okonjo-Iweala of Nigeria is now the first African and the first woman to serve as head of the World Trade Organization. The anticipated selection of Okonjo-Iweala, a former foreign minister as well as finance minister, was announced Monday by WTO. She will serve as director general…",https://africatimes.com/2021/02/15/nigerian-named-new-head-of-world-trade-organization/,business
"Ramaphosa centers COVID, corruption during SONA address","South Africa must prioritize both the fight against the coronavirus pandemic and the country’s economic recovery, especially with an eye toward climate change and the energy sector, the president said during the annual State of the Nation address. President Cyril Ramaphosa compared his nation to the fynbos, a South African…",https://africatimes.com/2021/02/12/ramaphosa-centers-covid-corruption-during-sona-address/,business
COVAX forecast gives country-by-country breakdown on COVID vaccines,"African nations may have a better idea of what COVID-19 vaccination products to expect with an update from the global COVAX Facility issued Wednesday. COVAX, led by the Gavi vaccine alliance, the Coalition for Epidemic Preparedness Innovations (CEPI) and the World Health Organization, provided a country-by-country breakdown in a detailed…",https://africatimes.com/2021/02/03/covax-forecast-gives-country-by-country-breakdown-on-covid-vaccines/,business
Kenyan firm offers farmers AI-based locust monitoring tech,"East Africans are now using an early warning tool powered by artificial intelligence (AI) to help farmers fight off locusts that have devastated crops and communities across the past year. The new tool from Selina Wamucii, a platform that connects farmers and markets across Africa, is called Kuzi, the Swahili…",https://africatimes.com/2021/01/12/kenyan-firm-offers-farmers-ai-based-locust-monitoring-tech/,business
UNICEF warns of increased food insecurity in African nations,"UNICEF, the United Nations agency for children, warns that some 10.4 million children – all in countries on the African continent with the exception of Yemen – face severe food insecurity and malnutrition in the coming year. The affected nations include Democratic Republic of the Congo (DRC), northeast Nigeria, the…",https://africatimes.com/2020/12/30/unicef-warns-of-increased-food-insecurity-in-african-nations/,business
Malawi farmers’ lawsuit says child labor fuels tobacco profits,"A group of tobacco farmers in Malawi have filed a claim in British courts, alleging that years of worker exploitation and child labor violations are among the real reasons for why two tobacco firms have been so profitable. The claims against British American Tobacco (BAT), Imperial Brands, and their parent…",https://africatimes.com/2020/12/21/malawi-farmers-lawsuit-says-child-labor-fuels-tobacco-profits/,business
"FAO warns 34 African nations face crop shortages, food insecurity","In Mali, it’s the security crisis that’s contributing to the population’s hunger. In Kenya, a combination of floods and the ongoing fight against desert locusts are driving food insecurity, while Zimbabwe continues to struggle with high food prices in an uncertain economy. All told there are 34 African nations that…",https://africatimes.com/2020/12/04/fao-warns-34-african-nations-face-crop-shortages-food-insecurity/,business
Just six African nations are home to half the world’s malaria deaths,"Roughly half of the world’s malaria deaths occurred in just six African nations in 2019, while the progress achieved in reducing malaria cases in the last two decades has slowed. That’s according to the annual World Malaria Report released Monday by the World Health Organization. The six nations – Nigeria,…",https://africatimes.com/2020/11/30/just-six-african-nations-are-home-to-half-the-worlds-malaria-deaths/,business
U.S. to require pricey visa bonds in 15 African nations,"A new program in the United States will require nonimmigrant visitors from 23 foreign countries – most of them African – to post a US$10,000 bond when applying for travel visas. The U.S. pilot program targets citizens of nations with high visa overstay rates, according to the U.S. Department of…",https://africatimes.com/2020/11/24/u-s-to-require-pricey-visa-bonds-in-15-african-nations/,business
Facebook bans 265 accounts used to manipulate African politics,"Facebook says that 265 accounts that created pages and posts originating in Israel but targeting African nations and politicians have been removed – and so has a company that’s behind much of the activity. “Although the individuals behind this network attempted to conceal their identities, our investigation found that some…",https://africatimes.com/2019/05/17/facebook-bans-265-accounts-used-to-manipulate-african-politics/,politics
Presidential politics in Rwanda: a threat to stability?’,New Year’s Day saw President of Rwanda Paul Kagame signify a dramatic shift in his country’s political landscape. In a televised address at midnight President Kagame confirmed he would run for a third consecutive presidential term in the election due to be held in 2017. This announcement followed on from…,https://africatimes.com/2016/01/31/presidential-politics-in-rwanda-a-threat-to-stability/,politics
The case for renewed sanctions on Myanmar military officials,"Monday morning’s arrest of the democratically elected leader of Myanmar, Aung San Suu Kyi, and party officials from the National League for Democracy (NLD) in a military coup, has sparked international outrage. Just hours before the new government were set to convene for the first time, the military seized control…",https://africatimes.com/2021/02/05/the-case-for-renewed-sanctions-on-myanmar-military-officials/,politics
Honeymoon could soon be over for Erdogan’s Turkey in Africa,"In the nearly ten years since Recep Tayyip Erdogan made his famous visit to Mogadishu in August 2011, Turkey has rapidly become one of Somalia’s most important (and generous) international benefactors. After Erdogan became the first head of state from outside of Africa to visit Somalia since the country’s disastrous…",https://africatimes.com/2020/12/23/honeymoon-could-soon-be-over-for-erdogans-turkey-in-africa/,politics
Coronavirus throws Africa’s water crisis into sharp relief,"The COVID-19 pandemic has swept rapidly from its origin in the Chinese city of Wuhan to every continent save Antarctica. Not all regions have been affected equally, however. Asian countries like Japan and Singapore initially seemed hard-hit but managed to get a grip on the disease through extensive testing, tracking…",https://africatimes.com/2020/04/06/coronavirus-throws-africas-water-crisis-into-sharp-relief/,politics
Bachelet turns to Africa in report to UN Human Rights Council,"As the United Nations Human Rights Council holds its annual meeting in Geneva, High Commissioner Michelle Bachelet of OHCHR, the UN human rights agency, provided an overview on Thursday of concerns in various African nations beginning with the Democratic Republic of Congo. Bachelet, a former president of Chile who was…",https://africatimes.com/2020/02/28/bachelet-turns-to-africa-in-report-to-un-human-rights-council/,politics
Ouattara promises peaceful elections in uneasy Côte d’Ivoire,"President Alassane Ouattara of Côte d’Ivoire promised Tuesday that the country’s October 2020 elections will be “democratic, transparent and peaceful,” though the West African nation is increasingly troubled over the targeting of political opponents and Ouattara’s own intentions regarding any third term. Ouattara, speaking at Chatham House in London, addressed…",https://africatimes.com/2020/01/22/ouattara-promises-peaceful-elections-in-uneasy-cote-divoire/,politics
China says it does for Africa what its critics are ‘unwilling to do’,"China denies that its policies put African nations in “debt traps” that will collapse like a “house of cards,” a comment made last month by Adam Boehler, head of the United States International Development Finance Corporation. Foreign ministry spokesman Geng Shuang said Monday there is no connection between debt loads…",https://africatimes.com/2020/01/14/china-says-it-does-for-africa-what-its-critics-are-unwilling-to-do/,politics
"Africa’s conflict, humanitarian crisis outlooks for 2020","The Democratic Republic of Congo and Nigeria are among the world’s top five countries facing humanitarian crisis in 2020, with Burkina Faso, Burundi and Chad added to the list compiled each year by the International Rescue Committee (IRC). The NGO said Yemen remains the greatest concern, followed by DR Congo…",https://africatimes.com/2020/01/09/africas-conflict-humanitarian-crisis-outlooks-for-2020/,politics
Uganda’s Wine released after campaign event disrupted,"Uganda’s Bobi Wine says he and his People Power movement members were released late Monday following yet another police detention for the popular singer and presidential hopeful. Wine, who plans to challenge President Yoweri Museveni for the office next year, was detained at the Naggalama Police Station while others were…",https://africatimes.com/2020/01/07/ugandas-wine-released-after-campaign-event-disrupted/,politics
Morocco has a new Brexit deal. It’s the UK that still can’t seal one.,The governments of Morocco and the United Kingdom signed an agreement over the weekend designed to ensure that trade between the two countries will continue as smoothly as possible once the UK leaves the European Union – a deal that underscores the “Brexit” implications for many African nations. “The signing…,https://africatimes.com/2019/10/27/morocco-has-a-new-brexit-deal-its-the-uk-that-still-cant-seal-one/,politics
"Ethiopia, Egypt agree disputed dam talks will continue","Ethiopian Prime Minister Abiy Ahmed and Egyptian President Abdel Fattah al-Sisi met Thursday to discuss their relationship, which has been marked by tensions over the countries’ dispute over the future of the Nile River and Ethiopia’s dam construction. The two discussed their mutual issues while attending the Russia-Africa Forum in Sochi,…",https://africatimes.com/2019/10/24/ethiopia-egypt-agree-disputed-dam-talks-will-continue/,politics
Uganda’s Wine says People Power will defy ban on trademark beret,"Uganda’s Bobi Wine says he and his People Power movement members will continue to wear their trademark red berets, despite the fact that the government has banned them – a move, he said Tuesday, that leaves no question over who is being targeted. It’s Wine, who plans to challenge President…",https://africatimes.com/2019/10/01/ugandas-wine-says-people-power-will-defy-ban-on-trademark-beret/,politics
Why track & trace is the solution for South Africa’s “Tobacco Wars”,"The timing of Johann van Loggerenberg’s new book, Tobacco Wars, could scarcely have been more apt. Just a couple of weeks after South Africa’s former crime-buster published a brutal exposé of the cigarette industry, Zimbabwean tobacco kingpin Simon Rudland was shot at nine times in an apparent assassination attempt. Rudland,…",https://africatimes.com/2019/09/30/why-track-trace-is-the-solution-for-south-africas-tobacco-wars/,politics
A defiant Trump calls impeachment a ’joke’ but no one’s clapping,There was a moment during United States President Donald Trump’s press conference on Wednesday afternoon when – in addition to more defensive rambling than usual – the president almost sounded wistful about a time when he felt the world still loved him. “I used to be the king of getting…,https://africatimes.com/2019/09/26/a-defiant-trump-calls-impeachment-a-joke-but-no-ones-clapping/,politics
Sassou N’guesso win expected as COVID claims main opposition candidate,"Authorities in the Republic of Congo say Denis Sassou N’guesso, the country’s longtime ruler, is set for victory in elections held Sunday. Henri Bouka, head of the country’s electoral commission, told local media the results in one district of Brazzaville reflected an overwhelming majority for the 77-year-old Sassou N’guesso, who…",https://africatimes.com/2021/03/22/sassou-nguesso-win-expected-as-covid-claims-main-opposition-candidate/,politics
Suluhu sworn in as Tanzania mourns Magufuli,"Samia Suluhu Hassan, the vice president of Tanzania, was sworn in as president on Friday following the death of John Magufuli. The 61-year-old Suluhu served as acting president since Wednesday, when she announced to the nation that Magufuli had died. Magufuli, 62, had long suffered a heart condition for which…",https://africatimes.com/2021/03/19/tanzanias-suluhu-to-be-sworn-in-friday-following-magufuli-death/,politics
Big Tobacco ploughing crooked furrow in African markets,"Note: This article was updated on March 26, 2021 to include comments from Apollinaire Compaoré. Two troubling recent investigations from the Organized Crime and Corruption Reporting Project (OCCRP) have shone a fresh spotlight on the tobacco industry’s continued complicity in tobacco smuggling in Africa. The first highlighted how Philip Morris…",https://africatimes.com/2021/03/18/big-tobacco-ploughing-crooked-furrow-in-african-markets/,politics
The Africa Paradox: How the continent is beating the Covid-19 crisis,"Africa is finally joining the rest of the world in providing the long-awaited COVID-19 vaccinations to its people, beginning with Rwanda and Kenya. Ghana, Ivory Coast, Nigeria, Angola and Congo have also received their first vaccine doses, while Mali, Senegal, Malawi and Uganda are set to receive them later this…",https://africatimes.com/2021/03/10/the-africa-paradox-how-the-continent-is-beating-the-covid-19-crisis/,politics
At least 4 dead as Senegal’s opposition calls for new protests,"Senegalese activists have called for three days of street protests to begin Monday, following last week’s arrest of opposition leader Ousmane Sonko and escalating violence that led to the deaths of at least four people. The Movement for the Defense of Democracy (M2D), a coalition of groups demanding change in…",https://africatimes.com/2021/03/06/at-least-4-dead-as-senegals-opposition-calls-for-new-protests/,politics
US takes helm at UN Security Council with focus on Africa,"Linda Thomas-Greenfield, the new United States Ambassador to the United Nations, said Monday that African affairs will be a priority as the U.S. takes up the presidency role for the United Nations Security Council this month. A briefing on South Sudan is set for Wednesday, followed by a Sudan briefing…",https://africatimes.com/2021/03/01/us-takes-helm-at-un-security-council-with-focus-on-africa/,politics
Algerian protesters mark hirak anniversary with call for new regime,"Algerians took to the streets by the thousands on Monday to mark the second anniversary of the “hirak” protest movement, pressing for overall democratic reforms as many remained unimpressed by President Abdelmadjid Tebboune’s call for new elections and the overtures to move forward in unity. The protests remained peaceful, while…",https://africatimes.com/2021/02/22/algerian-protesters-mark-hirak-anniversary-with-call-for-new-regime/,politics
"On heels of Sahel summit, another 35 die in Chad","Another 35 people have died in Chad following clashes in Salamat Province in the southeastern part of the country, a development that follows on this week’s regional security summit among the five Sahel nations and France. The communal fighting between farmers and herders began with an attack at a roadblock,…",https://africatimes.com/2021/02/18/on-heels-of-sahel-summit-another-35-die-in-chad/,politics
"Ramaphosa centers COVID, corruption during SONA address","South Africa must prioritize both the fight against the coronavirus pandemic and the country’s economic recovery, especially with an eye toward climate change and the energy sector, the president said during the annual State of the Nation address. President Cyril Ramaphosa compared his nation to the fynbos, a South African…",https://africatimes.com/2021/02/12/ramaphosa-centers-covid-corruption-during-sona-address/,politics
Norwegian government calls on Ethiopia to protect NGOs,"The government of Norway has condemned the destruction of humanitarian aid facilities in Ethiopia, where the Norwegian Refugee Council (NRC) aid group is trying to assist those affected by conflict in the Tigray region. “All parties must fulfill their obligations under international humanitarian law,” the foreign ministry said in response…",https://africatimes.com/2021/02/10/norwegian-government-calls-on-ethiopia-to-protect-ngos/,politics
"Interim Libyan leaders chosen, but no easy road to elections","The announcement Friday of new leadership in Libya brought some optimism that the volatile and fractured nation may have turned toward peace and a pathway to elections, but much skepticism remains despite the establishment of an interim presidency council. “Realistically, I don’t think we are beyond the military phase in…",https://africatimes.com/2021/02/06/interim-libyan-leaders-chosen-but-no-easy-road-to-elections/,politics
The case for renewed sanctions on Myanmar military officials,"Monday morning’s arrest of the democratically elected leader of Myanmar, Aung San Suu Kyi, and party officials from the National League for Democracy (NLD) in a military coup, has sparked international outrage. Just hours before the new government were set to convene for the first time, the military seized control…",https://africatimes.com/2021/02/05/the-case-for-renewed-sanctions-on-myanmar-military-officials/,politics
"Ethiopia says 100s of ‘rogue’ military, TPLF members face arrest","Ethiopia’s government said Thursday that its investigation into the November events that touched off conflict in its Tigray region has led to the identification of 349 suspects who face charges, including treason and terrorism, for their role in an attack against the army’s Northern Command. Among them are 253 retired…",https://africatimes.com/2021/02/05/ethiopia-says-100s-of-rogue-military-tplf-members-face-arrest/,politics
Magufuli vaccine remarks continue COVID denial trend,"President John Magufuli of Tanzania – no stranger to controversy where the COVID pandemic has been concerned – has made new and alarming statements about the coronavirus during a public appearance. Magufuli questioned the safety and efficacy of the vaccines, according to local media accounts of his remarks, and put…",https://africatimes.com/2021/01/28/magufuli/,politics
Biden plans Day One reversal of Trump policies on immigration,"As President-elect Joseph Biden and Vice President-elect Kamala Harris are sworn into office in the United States Wednesday, there are a number of immediate policy changes that affect the global community and Africans in particular. Biden vowed to reverse the U.S. withdrawal from the World Health Organization (WHO), a decision…",https://africatimes.com/2021/01/20/biden-plans-day-one-reversal-of-trump-policies-on-immigration/,politics
"AU puts African culture, heritage at center of upcoming assembly","The African Union (AU) says it is placing cultural values at the center of its upcoming Assembly of Heads of State and Government, in an announcement of a theme that will carry throughout the year – a year of both challenge linked to the pandemic and its economic fallout, but…",https://africatimes.com/2021/01/26/au-puts-african-culture-heritage-at-center-of-upcoming-assembly/,culture
Tech-driven agriculture holds promise for African youth,"From the agricultural use of drones in Mozambique to solar irrigation systems in Niger, the African continent is embracing digital technologies to boost its food productivity and profitably – and that only becomes a more critical goal as young populations grow across the coming decades. That’s one reason why youth…",https://africatimes.com/2019/06/27/tech-driven-agriculture-holds-promise-for-african-youth/,culture
Tunisia trains drone pilots to support sustainable agriculture,"Tunisia has completed the training of its first group of Unmanned Aerial Vehicle (UAV) pilots, whose skills will be used to boost agricultural productivity in the North African nation. The eight pilots participated in a two-week session to learn how to fly and maintain the drones, as well as understand…",https://africatimes.com/2018/12/14/tunisia-trains-drone-pilots-to-support-sustainable-agriculture/,culture
New technologies key to reforming Africa’s agriculture sector,"Can drones save sub-Saharan Africa from starvation? That’s the question being asked by scientists, engineers, climatologists and politicians as climate change radically alters weather patterns and temperatures on the African continent, posing new challenges to a sector that is being asked to feed a rapidly growing population while simultaneously adapting…",https://africatimes.com/2018/09/13/new-technologies-key-to-reforming-africas-agriculture-sector/,culture
Seeing African agriculture from the other side of the world,"If you ask most tourists what defines Southwest Florida, a top United States vacation destination, they’ll likely point to the seashells of Sanibel Island or the tony Naples community. They come for the beaches and the golf courses, they stay for the winter or, for thousands of them, they come…",https://africatimes.com/2018/04/22/seeing-african-agriculture-from-the-other-side-of-the-world/,culture
"AfDB touts agriculture, infrastructure in new African Economic Outlook report","Infrastructure investment remains at the core of African economic development, says Akinwumi Adesina, president of African Development Bank (AfDB), as the bank rolls out its 2018 African Economic Outlook. “Infrastructure, when well managed, provides the financial resources to do everything else,” said Adesina, speaking from the bank’s headquarters in Abidjan, Côte…",https://africatimes.com/2018/01/17/afdb-touts-ag-infrastructure-in-new-african-economic-outlook-report/,culture
"Bill Gates, partners announce $635 million in African agriculture investment","The Bill & Melinda Gates Foundation has pledged USD$300 million to support agricultural research to help smallholder farmers in Africa and Asia meet the challenges of climate change. Bill Gates announced the initiative at this week’s One Planet Summit in Paris, as one of several key investment partnerships in agriculture;…",https://africatimes.com/2017/12/14/bill-gates-partners-announce-635-million-in-african-agriculture-investment/,culture
"Rwanda, Israel discuss agriculture in historic diplomatic dialogue","In a sign of their strengthening ties, the nations of Rwanda and Israel began an official political dialogue this week that marks the first such meeting in the history of the relations of the two countries. “Today in Kigali, many of my partners in promoting Israel’s ties with Africa took…",https://africatimes.com/2016/11/21/rwanda-israel-discuss-agriculture-in-historic-diplomatic-dialogue/,culture
Bride Price: the changing face of culture in Africa,"Marriage in Africa is an intricate affair. Ceremonies are often a medley of sophisticated cultures imported from the west, African customs too precious to let go of and the inescapable vanity of capitalism. For centuries, the only constant in these ceremonies has been the exchange of bride price. From South…",https://africatimes.com/2015/08/28/bride-price-the-changing-face-of-culture-in-africa/,culture
Honeymoon could soon be over for Erdogan’s Turkey in Africa,"In the nearly ten years since Recep Tayyip Erdogan made his famous visit to Mogadishu in August 2011, Turkey has rapidly become one of Somalia’s most important (and generous) international benefactors. After Erdogan became the first head of state from outside of Africa to visit Somalia since the country’s disastrous…",https://africatimes.com/2020/12/23/honeymoon-could-soon-be-over-for-erdogans-turkey-in-africa/,culture
Adesina elected to 2nd term as AfDB president,"Akinwumi A. Adesina has been re-elected to another five-year term as president of the African Development Bank, during a board vote that came on the last day of the AfDB annual meeting. Adesina received the unanimous vote of all regional and non-regional AfDB members, despite questions about his leadership raised…",https://africatimes.com/2020/08/27/adesina-elected-to-2nd-term-as-afdb-president/,culture
Lebanon says Beirut port blast linked to ammonium nitrate,"The death toll continued to rise in Lebanon following a massive blast in Beirut, with the government confirming at least 73 people dead and another 4,700 injured and seeking care at overwhelmed and damaged hospitals. The explosion in the city’s port shattered buildings and overturned cars on nearby roadways with…",https://africatimes.com/2020/08/05/lebanon-says-beirut-port-blast-linked-to-ammonium-nitrate/,culture
Senegalese musician Balla Sidibé dies in Dakar,"The music world is mourning the death of Balla Sidibé, a founding member and lead singer of the Senegalese music group Orchestra Baobab. He died in Dakar on Wednesday and was buried late in the day. “He was rehearsing new material with the group only yesterday. Balla was a giant…",https://africatimes.com/2020/07/30/senegalese-musician-balla-sidibe-dies-in-dakar/,culture
EU commits €15 million to East Africa’s battle with locusts,"The European Union has committed €15 million to the fight against desert locusts, which have devastated crops in East Africa. It’s the worst outbreak in decades, and a new generation of locusts is now threatening the region with the potential to spread beyond the Horn of Africa and Yemen, into…",https://africatimes.com/2020/07/09/eu-commits-e15-million-to-east-africas-battle-with-locusts/,culture
"South Africa’s ruling on representation, compared with Eswatini model","By Pholile Dlamini Shakantu South Africa’s apex court recently handed down a judgement declaring that independent candidates who desire to stand for election – whether it be for provincial or national seats – are permitted by law to do so. In light of this judgement, I am compelled to draw…",https://africatimes.com/2020/07/07/south-africas-constitutional-court-ruling-for-the-first-time-recognizes-that-there-is-merit-in-the-concept-of-individual-representation-which-is-the-basis-of-the-eswatini-model-of-democracy/,culture
Basketball Africa postpones Senegal launch because of COVID-19,"The Basketball Africa League announced Wednesday that its inaugural season – set to begin next week in Dakar – has been postponed because of the coronavirus outbreak. League president Amadou Gallo Fall said he was making the decision after consulting with the Senegalese government, which is now dealing with four…",https://africatimes.com/2020/03/04/basketball-africa-postpones-senegal-launch-because-of-covid-19/,sport
Angola’s Dos Santos plans lawsuit as ‘Luanda Leaks’ whistleblower revealed,"The investigation into Isabel dos Santos, the oil-rich daughter of former Angolan president José Eduardo dos Santos, advanced on Monday with the revealed identity of a whistleblower responsible for leaked documents her accusers say implicate her in long-suspected illegal financial dealings. “The source of the “Luanda Leaks” is the whistleblower…",https://africatimes.com/2020/01/27/angolas-dos-santos-plans-lawsuit-as-luanda-leaks-whistleblower-revealed/,sport
"Tears, tributes as NBA star Kobe Bryant dies in crash","The last Twitter message in Kobe Bryant’s account was sent to LeBron James on Saturday, when his fellow Los Angeles Laker star moved past Bryant’s own all-time NBA scoring record and replaced him at third place. “Continuing to move the game forward,” Bryant said. “Much respect my brother.” By Sunday…",https://africatimes.com/2020/01/27/tears-tributes-as-nba-star-kobe-bryant-dies-in-crash/,sport
Campaigners appeal to Dakar Rally organizers on Saudi rights record,"There’s excitement in the air in Saudi Arabia, where the press conference kicking off the Dakar Rally was held Friday. “You will already find sand, dunes, and all the ingredients of the Dakar, so get ready,” said race director David Castera. There are plenty of comparisons to the African continent,…",https://africatimes.com/2020/01/04/campaigners-appeal-to-dakar-rally-organizers-on-saudi-rights-record/,sport
